id,item_name,price_sell_jita,price_buy_jita,sell_vol_jita,buy_vol_jita,station_price_diff_jita_%,price_sell_amarr,price_buy_amarr,sell_vol_amarr,buy_vol_amarr,station_price_diff_amarr_%,jita_to_amarr_sell_sell_%,jita_to_amarr_buy_buy_%,jita_to_amarr_sell_buy_%,jita_to_amarr_buy_sell_%
3766,Vigil,459.40 K ISK,210.10 K ISK,2.00 ISK,1.00 ISK,54.27,310.00 K ISK,136.30 K ISK,1.00 ISK,21.00 ISK,56.03,-32.52,-35.13,-70.33,47.55
630,Bellicose,24.94 M ISK,13.17 M ISK,19.00 ISK,30.00 ISK,47.19,16.70 M ISK,10.03 M ISK,1.00 ISK,1.00 ISK,39.94,-33.04,-23.84,-59.78,26.8
609,Maulus,449.90 K ISK,208.50 K ISK,15.00 ISK,1.00 ISK,53.66,299.10 K ISK,110.10 K ISK,3.00 ISK,42.00 ISK,63.19,-33.52,-47.19,-75.53,43.45
597,Punisher,585.80 K ISK,501.40 K ISK,6.00 ISK,37.00 ISK,14.41,386.00 K ISK,288.10 K ISK,1.00 ISK,4.00 ISK,25.36,-34.11,-42.54,-50.82,-23.02
598,Breacher,564.90 K ISK,270.10 K ISK,13.00 ISK,1.00 ISK,52.19,370.00 K ISK,200.10 K ISK,1.00 ISK,22.00 ISK,45.92,-34.5,-25.92,-64.58,36.99
587,Rifter,376.30 K ISK,376.10 K ISK,470.00 ISK,242.00 ISK,0.05,242.60 K ISK,155.60 K ISK,124.00 ISK,15.00 ISK,35.86,-35.53,-58.63,-58.65,-35.5
584,Griffin,449.60 K ISK,321.20 K ISK,18.00 ISK,7.00 ISK,28.56,265.30 K ISK,110.00 K ISK,29.00 ISK,14.00 ISK,58.54,-40.99,-65.75,-75.53,-17.4
615,Immolator,8673.00 M ISK,2880.00 M ISK,1.00 ISK,1.00 ISK,66.79,4420.00 M ISK,1358.00 M ISK,1.00 ISK,1.00 ISK,69.28,-49.04,-52.85,-84.34,53.47
591,Tormentor,544.50 K ISK,380.80 K ISK,2.00 ISK,11.00 ISK,30.06,250.00 K ISK,72.83 K ISK,29.00 ISK,66.00 ISK,70.87,-54.09,-80.87,-86.62,-34.35
19744,Sigil,4.01 M ISK,3.29 M ISK,1.00 ISK,1.00 ISK,18.04,1.45 M ISK,1.15 M ISK,5.00 ISK,8.00 ISK,20.97,-63.82,-65.11,-71.41,-55.86
596,Impairor,24.95 K ISK,970.00 ISK,30.00 ISK,758.00 ISK,96.11,6.15 K ISK,,1.00 ISK,0.00 ISK,,-75.37,,,533.61
595,Gallente Police Ship,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
600,Minmatar Peacekeeper Ship,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
613,Devourer,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
614,Fury,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
616,Medusa,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
617,Echo,5824.00 M ISK,3432.00 M ISK,1.00 ISK,1.00 ISK,41.07,,936.20 M ISK,0.00 ISK,1.00 ISK,,,-72.72,-83.93,
618,Lynx,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
619,Swordspine,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
632,Blackbird,10.12 M ISK,8.12 M ISK,4.00 ISK,1.00 ISK,19.74,,7.12 M ISK,0.00 ISK,2.00 ISK,,,-12.37,-29.67,
635,Opux Luxury Yacht,,0.01 ISK,0.00 ISK,1.00 K ISK,,,888.70 K ISK,0.00 ISK,1.00 ISK,,,8886999900.0,,
670,Capsule,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
671,Erebus,,0.01 ISK,0.00 ISK,120.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
3514,Revenant,,334.60 K ISK,0.00 ISK,1.00 ISK,,,1.00 ISK,0.00 ISK,1.00 ISK,,,-100.0,,
3516,Malice,,226.00 M ISK,0.00 ISK,1.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
3518,Vangel,,117.00 M ISK,0.00 ISK,1.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
3764,Leviathan,,2.00 ISK,0.00 ISK,1.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
11373,Blade,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
11375,Erinye,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
11383,Gatherer,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
11389,Kishar,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
11940,Gold Magnate,,55.65 M ISK,0.00 ISK,1.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
11942,Silver Magnate,,55.55 M ISK,0.00 ISK,1.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
11961,Huginn,475.00 M ISK,317.90 M ISK,1.00 ISK,1.00 ISK,33.07,,181.10 M ISK,0.00 ISK,1.00 ISK,,,-43.03,-61.87,
12036,Dagger,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
17705,Khanid Navy Frigate,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
17707,Mordus Frigate,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
19720,Revelation,,2941.00 M ISK,0.00 ISK,1.00 ISK,,,2741.00 M ISK,0.00 ISK,1.00 ISK,,,-6.8,,
19722,Naglfar,,2741.00 M ISK,0.00 ISK,1.00 ISK,,,2423.00 M ISK,0.00 ISK,1.00 ISK,,,-11.6,,
19724,Moros,,2626.00 M ISK,0.00 ISK,1.00 ISK,,,2286.00 M ISK,0.00 ISK,1.00 ISK,,,-12.95,,
19726,Phoenix,,3151.00 M ISK,0.00 ISK,1.00 ISK,,,2698.00 M ISK,0.00 ISK,1.00 ISK,,,-14.38,,
24483,Nidhoggur,,3029.00 M ISK,0.00 ISK,1.00 ISK,,,2986.00 M ISK,0.00 ISK,1.00 ISK,,,-1.42,,
23757,Archon,,0.02 ISK,0.00 ISK,1.00 ISK,,,3050.00 M ISK,0.00 ISK,1.00 ISK,,,15249999999900.0,,
23773,Ragnarok,,0.01 ISK,0.00 ISK,120.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
22852,Hel,,89.06 M ISK,0.00 ISK,1.00 ISK,,,49.72 M ISK,0.00 ISK,2.00 ISK,,,-44.17,,
23911,Thanatos,,2907.00 M ISK,0.00 ISK,1.00 ISK,,,2768.00 M ISK,0.00 ISK,1.00 ISK,,,-4.78,,
23913,Nyx,,18550.00 M ISK,0.00 ISK,1.00 ISK,,,50.01 M ISK,0.00 ISK,2.00 ISK,,,-99.73,,
23915,Chimera,,4000.00 M ISK,0.00 ISK,1.00 ISK,,,2645.00 M ISK,0.00 ISK,1.00 ISK,,,-33.88,,
23917,Wyvern,,9.12 M ISK,0.00 ISK,1.00 ISK,,,49.63 M ISK,0.00 ISK,2.00 ISK,,,443.95,,
23919,Aeon,,100.10 M ISK,0.00 ISK,1.00 ISK,,,49.28 M ISK,0.00 ISK,2.00 ISK,,,-50.77,,
28352,Rorqual,,4551.00 M ISK,0.00 ISK,1.00 ISK,,,4149.00 M ISK,0.00 ISK,1.00 ISK,,,-8.83,,
28846,Nomad,10770.00 M ISK,10010.00 M ISK,1.00 ISK,1.00 ISK,7.06,,9601.00 M ISK,0.00 ISK,1.00 ISK,,,-4.09,-10.85,
37604,Apostle,,2992.00 M ISK,0.00 ISK,1.00 ISK,,,3804.00 M ISK,0.00 ISK,1.00 ISK,,,27.14,,
37605,Minokawa,,3900.00 M ISK,0.00 ISK,1.00 ISK,,,3974.00 M ISK,0.00 ISK,1.00 ISK,,,1.9,,
37606,Lif,,20.29 M ISK,0.00 ISK,3.00 ISK,,,3174.00 M ISK,0.00 ISK,1.00 ISK,,,15543.17,,
37607,Ninazu,,2792.00 M ISK,0.00 ISK,1.00 ISK,,,2693.00 M ISK,0.00 ISK,1.00 ISK,,,-3.55,,
42124,Vehement,,89.00 M ISK,0.00 ISK,1.00 ISK,,,1.00 ISK,0.00 ISK,1.00 ISK,,,-100.0,,
42125,Vendetta,,3.33 M ISK,0.00 ISK,1.00 ISK,,,222.20 K ISK,0.00 ISK,3.00 ISK,,,-93.33,,
42126,Vanquisher,,888.80 K ISK,0.00 ISK,1.00 ISK,,,7.77 M ISK,0.00 ISK,1.00 ISK,,,774.21,,
42132,Vanguard,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
42133,Venerable,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
42241,Molok,,7.77 M ISK,0.00 ISK,1.00 ISK,,,2.57 M ISK,0.00 ISK,1.00 ISK,,,-66.99,,
42242,Dagon,,5.55 M ISK,0.00 ISK,1.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
42243,Chemosh,,156.60 M ISK,0.00 ISK,1.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
42245,Rabisu,,147.00 M ISK,0.00 ISK,1.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
42246,Caedes,,16.00 M ISK,0.00 ISK,1.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
45645,Loggerhead,,47.11 M ISK,0.00 ISK,1.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
45647,Caiman,,4.44 M ISK,0.00 ISK,2.00 ISK,,,1.00 ISK,0.00 ISK,1.00 ISK,,,-100.0,,
45649,Komodo,,2.54 M ISK,0.00 ISK,1.00 ISK,,,2.62 M ISK,0.00 ISK,1.00 ISK,,,2.79,,
50097,Avatar,,,0.00 ISK,0.00 ISK,,,,0.00 ISK,0.00 ISK,,,,,
73787,Naglfar Fleet Issue,,3441.00 M ISK,0.00 ISK,1.00 ISK,,,62.31 M ISK,0.00 ISK,1.00 ISK,,,-98.19,,
73790,Revelation Navy Issue,,8.96 M ISK,0.00 ISK,8.00 ISK,,,4.33 M ISK,0.00 ISK,4.00 ISK,,,-51.6,,
73792,Moros Navy Issue,,3074.00 M ISK,0.00 ISK,1.00 ISK,,,44.00 M ISK,0.00 ISK,1.00 ISK,,,-98.57,,
73793,Phoenix Navy Issue,,4154.00 M ISK,0.00 ISK,1.00 ISK,,,4.32 M ISK,0.00 ISK,4.00 ISK,,,-99.9,,
